,tweet,topic_1,compound_score,positive_score,negative_score,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,sentiment
3420,RT HakunaMatata26C: Attention seeking AnnaSoubry wanting everyone to know her efforts to house a refugee from Ukraine. LookAtMeAnnaS ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3421,FredricMorenius Har frgat dig frr om Putin betalar dig mer p helgdagarna ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3422,RT SecBlinken: The U.S. has provided nearly 293 million in humanitarian assistance for the people of Ukraine since February 24th. This en ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3423,"MelnykAndrij ja aufhren Ukraine korrupt, Multimillionr Selenskyi verheizt Volk, Botschafter fordert wie afri. https://t.co/q8QMwzrcpD ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3424,RT UkrainePressOrg: Uncensored... See what happened in Ukraine... Meanwhile BayraktarTB2 destroy Russian military equipment. Mariup ,Ukraine,-0.5423,0.0,0.2,Russian,Russia,0,0,0,0,-1
3425,RJPL87 raquel4801 LunaMar14214622 Decir que Ucrania tiene su parte de culpa en el conflicto no es ser pro Putin https://t.co/9sDtUKHMSh ,Putin,-0.296,0.0,0.104,0,0,0,0,0,0,-1
3426,"RT LauraWalkerKC: Actually had a rational, serious discussion about the likelihood Putin has as serious physical illness that set in motio ",Putin,-0.5106,0.0,0.238,0,0,0,0,0,0,-1
3427,RT NiSGill: Volnovakha. Russian tank fired on UKR posts BreakingNews Kyiv BREAKING Kiev Ukraine UkraineRussiaCrisis Russi ,Ukraine,-0.5574,0.0,0.194,Kyiv,Kiev,Russian,Russia,0,0,-1
3428,Un volontaire amricain en Ukraine dcrit comment les trangers qui ont afflu dans le pays pour combattre la Russi https://t.co/QddW7Nw2hI ,Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3429,RT jon96179496: The US Senate unanimously passes resolution condemning Putin as war criminal Reuters ,Putin,-0.8074,0.0,0.378,0,0,0,0,0,0,-1
3430,RT AskAnshul: Dont lecture India. USA was buying oil from Russia till couple of days back during RussiaUkraine war NATO countries are ,Ukraine,-0.5994,0.0,0.157,NATO,Russia,0,0,0,0,-1
3431,"RT InnaSovsun: Olga Semydyanova, a mother of 6 children, was killed in a battle against russian bastards. She expressed a desire to defen ",Russian,-0.8555,0.094,0.385,Russia,0,0,0,0,0,-1
3432,"RT paulmcleary: NEW: UK intel assessment says Russia has lost so many troops in Ukraine it is struggling to conduct offensive ops, and pul ",Ukraine,-0.7964,0.0,0.278,Russia,0,0,0,0,0,-1
3433,"RT FV74: Interview de 2019 avec Oleksiy Arestovych, alors conseiller du Chef de Cabinet du prsident de lUkraine, et actuel conseiller d ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3434,"RT EuromaidanPress: Moschun village, 3 kilometers from Kyiv. Before and after Russian liberation. About 50 of houses are destroyed. Acc ",Kyiv,-0.4939,0.0,0.151,Russian,Russia,0,0,0,0,-1
3435,"La Rusia de Putin se ve ahora no como un pas con quejas legtimas sobre la expansin de la OTAN, sino como un pas https://t.co/l22U4ah0qK ",Putin,-0.296,0.0,0.084,0,0,0,0,0,0,-1
3436,RT GenBuhar: US did the same thing in Ukraine that lead to the killing of innocent civilians by the Evil Putin they know for many years . ,Putin,-0.8126,0.07,0.257,Ukraine,0,0,0,0,0,-1
3437,RT RationalRealm: More confusion in Christendom now with Russian Orthodox Church splitting over war in Ukraine. Seems Christians still can ,Ukraine,-0.7501,0.0,0.262,Russian,Russia,0,0,0,0,-1
3438,RT OccupyDemocrats: BREAKING: Republican Leader Kevin McCarthy whines that President Biden wont stand up for Putin in an embarrassing F ,Putin,-0.6597,0.0,0.241,0,0,0,0,0,0,-1
3439,Every day that passes Russia wages an illegal war upon a peaceful neighbour. Join the urgent call for a new https://t.co/1WmwGRwbl3 ,Russia,-0.3182,0.251,0.261,0,0,0,0,0,0,-1
3440,"RT joncoopertweets: BREAKING: The U.S. Senate on Tuesday unanimously passed a resolution condemning Putin as a WAR CRIMINAL, a rare show o ",Putin,-0.8679,0.0,0.354,0,0,0,0,0,0,-1
3441,RT MrunalPatel: Russia Ukraine Gabbar amp Holi https://t.co/VYof5UhzGa ,Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3442,"RT ARYNEWSOFFICIAL: The Russian invasion of Ukraine must not make the world forget Afghanistan, the UN refugee chief said, warning that ig ",Ukraine,-0.5106,0.0,0.177,Russian,Russia,0,0,0,0,-1
3443,RT AskAnshul: Dont lecture India. USA was buying oil from Russia till couple of days back during RussiaUkraine war NATO countries are ,Ukraine,-0.5994,0.0,0.157,NATO,Russia,0,0,0,0,-1
3444,RT business: Chinas support for Russia in the war in Ukraine is showing its limits as the domestic costs for President Xi start to outwei ,Ukraine,-0.296,0.091,0.132,Russia,0,0,0,0,0,-1
3445,"RT InnaSovsun: Olga Semydyanova, a mother of 6 children, was killed in a battle against russian bastards. She expressed a desire to defen ",Russian,-0.8555,0.094,0.385,Russia,0,0,0,0,0,-1
3446,RT sfpelosi: Russia sanctioned Biden not Trump for opposing Putins illegal war on Ukraine. Putins influence on the GOP isnt a takeov ,Putin,-0.8176,0.0,0.283,Ukraine,Russia,0,0,0,0,-1
3447,aimrod Warga Sipil Ukraina yang Berhasil Kabur dari Kota Mariupol LINK : https://t.co/NYjiZ49lEX ukraina russia https://t.co/uLCf6GUSO3 ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
3448,"KyivIndependent Now did Ukraine reagain what has already lost. Someone ( America) influenced you into the war, yo https://t.co/1HTHFggKjQ ",Ukraine,-0.7351,0.0,0.279,Kyiv,0,0,0,0,0,-1
3449,"RT worldonalert: Russian Major General Oleg Mityaev, commander of the 150th Motorized Rifle Division, before and after the Russian invasio ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3450,RT AskAnshul: Dont lecture India. USA was buying oil from Russia till couple of days back during RussiaUkraine war NATO countries are ,Ukraine,-0.5994,0.0,0.157,NATO,Russia,0,0,0,0,-1
3451,"RT siadevinci: Mataifa ya USA,UK na Russia. kufikia 1996, Ukraine ilikuwa imeondoa Nuclear zote. Katika mkataba wa Budapest Memorandum, ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3452,"Obinna1Okey NelwynToes idreesali114 No. Many, especially in Ukraine doubted the intelligence. Understandably con https://t.co/ULYO8sTprW ",Ukraine,-0.1189,0.166,0.245,0,0,0,0,0,0,-1
3453,CNEWS MacronNousPrendPourDesCons est pro UE pour la gouverner et il sera plac par les USA tout comme zelensky https://t.co/zVg2Cy12hl ,Zelensky,-0.128,0.0,0.077,0,0,0,0,0,0,-1
3454,RT nytimes: A Russian state television employee who stormed a live broadcast Monday has been fined by a Moscow court for saying in a video ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3455,"BILD Was soll das bedeuten Die Nato marschiert in die Ukraine ein Ist ja gleich zusetzen mit Einmarsch der Nato, https://t.co/d33wT1td5j ",Ukraine,-0.8316,0.0,0.291,0,0,0,0,0,0,-1
3456,"RT vshymanskyy: According to recent reports from Ukraine, the Chinese drone producer DJIGlobal have limited the capabilities of its Aero ",Ukraine,-0.2263,0.0,0.091,0,0,0,0,0,0,-1
3457,RT DecodingTrolls: Russia erupts in fury after POTUS calls Putin a killer with no soul. https://t.co/0Y31t9tGgG ,Putin,-0.8807,0.0,0.459,Russia,0,0,0,0,0,-1
3458,"RT steven06639: SenRickScott rumblevideo Once again the US empowered Nazis in Ukraine, after the Maidan coup the handpicked US president ",Ukraine,0.0,0.0,0.0,0,0,0,0,0,0,-1
3459,RT StevenBeschloss: Vladimir Putin knows what war does. He knows what hes doing. He knows who he is killing and he wants to kill more. 9 ,Putin,-0.9325,0.0,0.371,0,0,0,0,0,0,-1
3460,lemondefr Ce n est pas son intention Stop aux fausses infos...il souhaite juste protger les russes en Ukraine https://t.co/r8SdDqHhVn ,Ukraine,-0.296,0.0,0.115,0,0,0,0,0,0,-1
3461,ErlingPlaethe pkbrln Knnen EU und NATO auch frei entscheiden ob sie die Ukraine drin haben wollen ,Ukraine,-0.5994,0.0,0.206,NATO,0,0,0,0,0,-1
3462,"RT sarahrainsford: Imagine youre about to become a refugee because your town is surrounded by Russian tanks. Youve never been abroad, sp ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3463,RT Kasparov63: Putins war on Ukraine will either be the catalyst that revives the spirit amp credibility of NATO or the end of the global o ,Putin,-0.1531,0.142,0.129,Ukraine,NATO,0,0,0,0,-1
3464,RT AskAnshul: Dont lecture India. USA was buying oil from Russia till couple of days back during RussiaUkraine war NATO countries are ,Ukraine,-0.5994,0.0,0.157,NATO,Russia,0,0,0,0,-1
3465,RT AskAnshul: Dont lecture India. USA was buying oil from Russia till couple of days back during RussiaUkraine war NATO countries are ,Ukraine,-0.5994,0.0,0.157,NATO,Russia,0,0,0,0,-1
3466,RT MeidasTouch: They said Covid was a hoax. They said Russia would never invade. They say climate change is fake. They say vaccines dont ,Russia,-0.6369,0.0,0.198,0,0,0,0,0,0,-1
3467,RT AskAnshul: Dont lecture India. USA was buying oil from Russia till couple of days back during RussiaUkraine war NATO countries are ,Ukraine,-0.5994,0.0,0.157,NATO,Russia,0,0,0,0,-1
3468,How Putins Oligarchs Are Still Dodging Western Sanctions The Daily Beast https://t.co/oU9asQie7Y ,Putin,-0.1027,0.0,0.113,0,0,0,0,0,0,-1
3469,RSBNetwork CoachLouHoltz88 If you cared about this country or NOT you would talk to your buddy Putin and end this nonsense. ,Putin,-0.0836,0.112,0.125,0,0,0,0,0,0,-1
3470,RT Gadhwara27: Two direct strikes by the Russian Pacer drone on Ukrainian armored vehicles in Mariupol. Drone war onsets between Russia an ,Ukrainian,-0.7506,0.0,0.242,Russian,Russia,0,0,0,0,-1
3471,"RT Pontifex: On Friday 25 March, during the Celebration of Penance at 17.00 in Saint Peters Basilica, I will consecrate Russia and Ukra ",Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
3472,RT caitoz: Now why would Ukraine want to get a bunch of people from NATO countries killed by Russian ohhhhh wait I just got it. ,Ukraine,-0.6369,0.049,0.168,NATO,Russian,Russia,0,0,0,-1
3473,"RT lawsonreports: This, from continetti, is spoton. After Ukraine, there is no excuse for downplaying or ignoring authoritarian rhetori ",Ukraine,-0.5574,0.059,0.221,0,0,0,0,0,0,-1
3474,RT ComicDaveSmith: Adult human beings actually use the phrase Putin talking point to dismiss an argument. Its so incredibly stupid. I ,Putin,-0.7559,0.0,0.264,0,0,0,0,0,0,-1
3475,RT TRexSSS: elonmusk What is Ramzan Kadyrov Putins wife ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3476,RT visegrad24: BREAKING: At the press conference in Kyiv after tonights meeting between President Zelensky and the Prime Ministers of Po ,Kyiv,-0.5574,0.0,0.153,Zelensky,0,0,0,0,0,-1
3477,"Alexei Navalny is the real President of Russia. Russians need to remove Putin, he is a corrupt killer, not the pe https://t.co/EKGM35wCnV ",Putin,-0.6486,0.0,0.177,Russian,Russia,0,0,0,0,-1
3478,"RT BILD: Die Aufnahme der Flchtlinge aus der Ukraine sei eine staatliche Aufgabe, die aber nur vor Ort geleistet werden kann, sagt CDUU ",Ukraine,-0.8316,0.0,0.271,0,0,0,0,0,0,-1
3479,RT RoshanRinaldi: Marjorie Taylor Greene echoes Kremlin talking points and accuses Biden of funding NATO Nazis in Ukraine https://t.c… ,Ukraine,-0.34,0.0,0.118,NATO,0,0,0,0,0,-1
3480,"RT AlanBixter: A Russian Orlan10 drone crashed 50 miles inside Romania last night, a Tupolev Tu141 crashed in Zagreb, Coatia a week ago, ",Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3481,"RT 0ctoberReignz: The Fight For The New World Order, According To A Politician In Ukraine. Her Words, How Very Strange https://t.co/Bkjy… ",Ukraine,-0.5709,0.0,0.207,0,0,0,0,0,0,-1
3482,"MrNeoTheOne ChuckCallesto DrLiMengYAN1 A nuclear strike is a suicide option, and Putin knows it. Mutually Assure https://t.co/1quMNVInns ",Putin,-0.5574,0.118,0.294,0,0,0,0,0,0,-1
3483,RT fredguttenberg: LET ME MAKE THIS CLEAR RUSSIA INVADED UKRAINE BECAUSE THIS COUNTRY AND THE WORLD HAD THE UNFORTUNATE EXPERIENCE OF ,Ukraine,-0.1027,0.128,0.143,Russia,0,0,0,0,0,-1
3484,"RT olgatokariuk: President Zelensky says sanctions imposed on Russia not sufficient, calls for a trade embargo, ban on the use of Russian ",Zelensky,-0.5994,0.0,0.205,Russian,Russia,0,0,0,0,-1
3485,FalseNarrative NOT A FAN of Trump BUT Putin invaded during OBAMA BIDEN Crimea2014 WarInDonbas2014 https://t.co/4HevqVQ80a ,Putin,-0.1907,0.0,0.119,0,0,0,0,0,0,-1
3486,RT JackPosobiec: ZELENSKY: Ukraine will not become a member of NATO https://t.co/rm8wxEWqW8 ,Ukraine,0.0,0.0,0.0,NATO,Zelensky,0,0,0,0,-1
3487,"RT AP: Ukrainian forces have fought off a Russian attack on Kharkiv, a Ukrainian official says. Russian forces tried to storm Ukraines se ",Ukraine,-0.6597,0.0,0.221,Ukrainian,Russian,Russia,0,0,0,-1
3488,So nato are gonna give in to putin then by not letting ukrain join (cowards) .. so putin can now put his toys back https://t.co/fSHPosu1ss ,Putin,-0.2235,0.0,0.073,NATO,0,0,0,0,0,-1
3489,RT Patbagley: They have blood on their hands. Alexander Vindman says Sen. Mike Lee and Rep. Chris Stewart are complicit in Russian invas ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3490,"RT AmySiskind: The prime ministers of Poland, Slovenia and the Czech Republic are traveling by train to Kyiv today to meet with Zelensky. ",Kyiv,0.0,0.0,0.0,Zelensky,0,0,0,0,0,-1
3491,RT AlertaNews24: AHORA: Putin firm hoy una ley que har posible que Rusia nacionalice los ms de 500 aviones que las empresas de arr ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3492,"RT UAWeapons: Ukraine: Apparently, some kind of electronic warfarecommunicationsUAV control 8x8 truck was captured by the Ukrainian arm ",Ukraine,0.0,0.0,0.0,Ukrainian,0,0,0,0,0,-1
3493,"RT JamesMartinSJ: Orthodox clerics and scholars: Therefore, we reject the Russian world heresy and the shameful actions of the Governme ",Russian,-0.7096,0.0,0.247,Russia,0,0,0,0,0,-1
3494,PhyllisSilver B52Malmet Putin only wants criminals and Crooks in Russia c. People he can bribe payoff for doing acts of crime. ,Putin,-0.8402,0.0,0.333,Russia,0,0,0,0,0,-1
3495,RT JosephHDempsey: 15 March satellite imagery planet of Kherson Airport appears to show a number of Russia helicopters destroyed or da ,Russia,-0.4404,0.058,0.142,0,0,0,0,0,0,-1
3496,Hunter Biden among Americans sanctioned by Russia The Independent https://t.co/JM0wtEfSxd ,Russia,0.0,0.0,0.0,0,0,0,0,0,0,-1
3497,RT sovietarmyfan: Abkhazian Muslim soldiers standing next to the Russian army in Ukraine. ,Ukraine,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
3498,RT Ukraine: Russia says their conscripts are not being sent to fight in Ukraine. But this is just another lie. We have already caught a bu ,Ukraine,-0.2023,0.0,0.07,Russia,0,0,0,0,0,-1
3499,RT beingrealmac2: Geraldo: How do you know Putin wasnt playing Trump Jeanine: Putin was a wuss when Trump was President. https://t.… ,Putin,-0.1511,0.0,0.077,0,0,0,0,0,0,-1
3500,RT fredguttenberg: LET ME MAKE THIS CLEAR RUSSIA INVADED UKRAINE BECAUSE THIS COUNTRY AND THE WORLD HAD THE UNFORTUNATE EXPERIENCE OF ,Ukraine,-0.1027,0.128,0.143,Russia,0,0,0,0,0,-1
3501,"RT WarintheFuture: After my last post about the potential for Russian use of chemical weapons against the people of Ukraine, this is exac ",Ukraine,-0.4404,0.0,0.116,Russian,Russia,0,0,0,0,-1
3502,RT JosephHDempsey: 15 March satellite imagery planet of Kherson Airport appears to show a number of Russia helicopters destroyed or da ,Russia,-0.4404,0.058,0.142,0,0,0,0,0,0,-1
3503,RT FirstPogMoThoin: Rumour has it Putin banned this in Russia We aint in Russia https://t.co/K3c9yk6zUv ,Putin,-0.4588,0.0,0.176,Russia,0,0,0,0,0,-1
3504,"RT mmpadellan: For those of you keeping score, Hillary Clinton was right about that traitorous POS Putin puppet. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3505,RT McFaul: More SAMs to Ukraine These are defensive weapons. No excuse not to give as many as possible as fast as possible. ,Ukraine,-0.5719,0.091,0.192,0,0,0,0,0,0,-1
3506,"RT AP: Ukrainian forces have fought off a Russian attack on Kharkiv, a Ukrainian official says. Russian forces tried to storm Ukraines se ",Ukraine,-0.6597,0.0,0.221,Ukrainian,Russian,Russia,0,0,0,-1
3507,RT kaoconnor: So WagnerGroup mercenaries are the little green men that took over Crimea. What a scourge. Putin isnt strong enough t ,Putin,-0.4023,0.0,0.125,0,0,0,0,0,0,-1
3508,RT MeidasTouch: Corporations think that doing business in Russia as Putin commits war crimes is just another PR crisis that they can move ,Putin,-0.836,0.038,0.275,Russia,0,0,0,0,0,-1
3509,"RT JackDetsch: BREAKING. Russia is seeking to gather more troops to replace military casualties in Ukraine, redeploying forces from abroad ",Ukraine,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3510,"RT CNNEE: El presidente de Ucrania, Volodymyr Zelensky, agradeci la llegada de los primeros ministros de Polonia, Repblica Checa y Eslov ",Zelensky,0.0,0.0,0.0,0,0,0,0,0,0,-1
3511,RT Rango1917: American and British mercenaries are running away from the front lines in Ukraine Ukrainians are cutting up their passport ,Ukraine,-0.128,0.0,0.07,Ukrainian,0,0,0,0,0,-1
3512,RonFilipkowski Because of Mexican Putin ,Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3513,RT SavingAZ: Joe Biden will travel to Europe next week to address the crisis in Ukraine. When will Biden travel to Arizona and address th ,Ukraine,-0.6249,0.0,0.146,0,0,0,0,0,0,-1
3514,"RT mmpadellan: For those of you keeping score, Hillary Clinton was right about that traitorous POS Putin puppet. ",Putin,0.0,0.0,0.0,0,0,0,0,0,0,-1
3515,BLAIR STICKING HIS WARPED 10 PENETH IN UkraineRussia war news live: Kyiv says definitely room for compromise in https://t.co/f1bIKK8Yiv ,Ukraine,-0.296,0.114,0.165,Kyiv,Russia,0,0,0,0,-1
3516,RT AJEnglish: Kyiv Mayor Vitali Klitschko has announced a 35hour curfew in the capital from Tuesday evening until Thursday morning. LI ,Kyiv,0.0,0.0,0.0,0,0,0,0,0,0,-1
3517,RT allthecitizens: .CarolineLucas on Putins hybrid war and the need to go back and have a hard look on the RussiaReport https://t.co/… ,Putin,-0.6486,0.0,0.218,Russia,0,0,0,0,0,-1
3518,RT MorawieckiM: Europe must understand that if it loses Ukraine it will never be the same again. It will no longer be Europe. Rather it wi ,Ukraine,-0.5423,0.0,0.158,0,0,0,0,0,0,-1
3519,RT JamaicanMaroonX: BREAKING : American amp British mercenaries are running away from the front lines in Ukraine Ukrainians are cutting u ,Ukraine,-0.128,0.0,0.077,Ukrainian,0,0,0,0,0,-1
3520,ChuckCallesto It will be a BREAKING news every day then what CNN reporting shit about Putin and Russia.. ,Putin,-0.5574,0.0,0.184,Russia,0,0,0,0,0,-1
3521,RT olgatokariuk: Four journalists killed by Russian barbarians in Ukraine in 20 days of war. Two Americans and two Ukrainians. Many more h ,Ukraine,-0.8555,0.0,0.296,Ukrainian,Russian,Russia,0,0,0,-1
3522,RTcom Putin puts Australia in unfriendly countrys list why r u giving their news ,Putin,-0.0258,0.161,0.168,0,0,0,0,0,0,-1
3523,RT AP: BREAKING: President Joe Biden will travel to Europe next week for facetoface talks with European leaders about the Russian invasi ,Russian,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3524,MarkusKnoell VVwaldi w1selly nroettgen ZelenskyyUa Deswegen. Stehen wir dazu Oder eher nicht Lassen wir die https://t.co/y1rko0sYhO ,Zelensky,-0.5994,0.0,0.206,0,0,0,0,0,0,-1
3525,RT CNN: CNNnewsroom anchor jimsciutto asks Ukrainian filmmaker and journalistturnedsoldier Illarion Pavliuk if he believes Russians re ,Ukrainian,0.0,0.0,0.0,Russian,Russia,0,0,0,0,-1
3526,"RT biannagolodryga: In Russia, Putin is the judicial system. Especially when it comes to navalny. ",Putin,0.0,0.0,0.0,Russia,0,0,0,0,0,-1
3527,"RT OccupyDemocrats: BREAKING: Alexander Vindman rips Marjorie Taylor Greene for blaming Russias invasion pf Ukraine on Biden, accuses her ",Ukraine,-0.6808,0.0,0.248,Russia,0,0,0,0,0,-1
